Word ID,Original Word,Corrected Word,Rule Applied
word_1_21_1_15_4,ſa ,sa ,Long 's' (ſ) Replacement
word_1_21_1_15_11,fon ,son ,CSV Dictionary Match
word_1_21_1_16_5,ſa ,sa ,Long 's' (ſ) Replacement
word_1_21_2_0_2,ſeconda ,seconda ,Long 's' (ſ) Replacement
word_1_21_2_1_0,Monfieur ,Monsieur ,CSV Dictionary Match
word_1_21_2_2_4,perſpective ,perspective ,Long 's' (ſ) Replacement
word_1_21_2_2_8,ſe ,se ,Long 's' (ſ) Replacement
word_1_21_2_4_1,fans ,sans ,CSV Dictionary Match
word_1_21_2_5_3,fi ,si ,CSV Dictionary Match
word_1_21_2_6_0,Majefté,Majesté,CSV Dictionary Match
word_1_21_2_6_4,heureuſement ,heureusement ,Long 's' (ſ) Replacement
word_1_21_2_6_5,diffipé ,dissipé ,Heuristic 'f' to 's' Replacement
word_1_21_2_8_10,ſa ,sa ,Long 's' (ſ) Replacement
word_1_21_2_9_3,heureuſe ,heureuse ,Long 's' (ſ) Replacement
word_1_21_2_10_8,ainſi ,ainsi ,Long 's' (ſ) Replacement
word_1_21_2_11_4,ſouverain ,souverain ,Long 's' (ſ) Replacement
word_1_21_2_11_6,ſon ,son ,Long 's' (ſ) Replacement
word_1_21_2_11_10,ſurtout ,surtout ,Long 's' (ſ) Replacement
word_1_21_2_13_3,foutenu ,soutenu ,Heuristic 'f' to 's' Replacement
word_1_21_2_15_0,reuſement ,reusement ,Hyphenated Part: Long 's' (ſ) Replacement
word_1_21_2_15_1,paffe,passe,Heuristic 'f' to 's' Replacement
word_1_21_3_0_2,fur ,sur ,CSV Dictionary Match
word_1_21_4_0_4,ſe ,se ,Long 's' (ſ) Replacement
word_1_21_4_0_13,fis ,sis ,Heuristic 'f' to 's' Replacement
word_1_21_4_1_9,meffage ,message ,Heuristic 'f' to 's' Replacement
word_1_21_4_1_10,fi ,si ,CSV Dictionary Match
word_1_21_4_1_13,fi ,si ,CSV Dictionary Match
word_1_21_4_2_11,ſincère ,sincère ,Long 's' (ſ) Replacement
word_1_21_4_2_12,effuſion ,effusion ,Long 's' (ſ) Replacement
word_1_21_4_3_2,fa ,sa ,CSV Dictionary Match
word_1_21_4_3_7,fon ,son ,CSV Dictionary Match
word_1_21_4_4_7,fa ,sa ,CSV Dictionary Match
word_1_21_4_4_8,Majefté ,Majesté ,CSV Dictionary Match
word_1_21_4_4_9,ſe ,se ,Long 's' (ſ) Replacement
word_1_21_4_4_10,propoſait ,proposait ,Long 's' (ſ) Replacement
word_1_21_4_5_7,ſemaine ,semaine ,Long 's' (ſ) Replacement
word_1_21_4_6_9,Monfieur ,Monsieur ,CSV Dictionary Match
word_1_21_4_6_11,ſes ,ses ,Long 's' (ſ) Replacement
