Word ID,Original Word,Corrected Word,Rule Applied
word_1_10_1_7_8,ſouffrant ,souffrant ,Long 's' (ſ) Replacement
word_1_10_1_8_0,breuſes ,breuses ,Hyphenated Part: Long 's' (ſ) Replacement
word_1_10_1_8_1,dépenſes ,dépenses ,Long 's' (ſ) Replacement
word_1_10_1_8_13,"fon
","son
",CSV Dictionary Match
word_1_10_1_9_0,meſſage ,message ,Long 's' (ſ) Replacement
word_1_10_1_9_14,"fa
","sa
",CSV Dictionary Match
word_1_10_1_10_0,lifte ,liste ,CSV Dictionary Match
word_1_10_1_11_3,eſpérait ,espérait ,Long 's' (ſ) Replacement
word_1_10_1_11_7,meſſage ,message ,Long 's' (ſ) Replacement
word_1_10_1_12_8,ſuivrait ,suivrait ,Long 's' (ſ) Replacement
word_1_10_1_12_10,ufant ,usant ,Heuristic 'f' to 's' Replacement
word_1_10_2_0_1,propoſa ,proposa ,Long 's' (ſ) Replacement
word_1_10_2_0_3,l'adreſſe ,l'adresse ,Long 's' (ſ) Replacement (Unresolved)
word_1_10_2_1_4,conſeil ,conseil ,Long 's' (ſ) Replacement
word_1_10_2_1_12,"fa
","sa
",CSV Dictionary Match
word_1_10_4_0_13,eft ,est ,CSV Dictionary Match
word_1_10_4_1_4,ſept ,sept ,Long 's' (ſ) Replacement
word_1_10_4_2_6,ſon ,son ,Long 's' (ſ) Replacement
word_1_10_4_4_0,diſtance ,distance ,Long 's' (ſ) Replacement
word_1_10_5_0_5,Iſland ,Island ,Long 's' (ſ) Replacement
word_1_10_5_0_6,eſt ,est ,Long 's' (ſ) Replacement
word_1_10_5_1_5,Waſhington,Washington,Long 's' (ſ) Replacement
word_1_10_5_1_7,ſur ,sur ,Long 's' (ſ) Replacement
word_1_10_5_1_13,d'Hudſon,d'Hudson,Long 's' (ſ) Replacement (Unresolved)
word_1_10_5_2_8,Commiſſaire ,Commissaire ,Long 's' (ſ) Replacement
word_1_10_5_3_1,Monfieur ,Monsieur ,CSV Dictionary Match
word_1_10_5_4_10,conſtant ,constant ,Long 's' (ſ) Replacement
word_1_10_5_4_15,"ſervi-
","servi-
",Hyphenated Part: Long 's' (ſ) Replacement
word_1_10_6_0_9,Webſter,Webster,Long 's' (ſ) Replacement
word_1_10_6_2_2,Monfieur ,Monsieur ,CSV Dictionary Match
word_1_10_6_2_6,Kingſton,Kingston,Long 's' (ſ) Replacement
word_1_10_6_2_8,Kingſton,Kingston,Long 's' (ſ) Replacement
word_1_10_6_3_1,vaiſſeaux ,vaisseaux ,Long 's' (ſ) Replacement
word_1_10_6_3_8,divifion ,division ,Heuristic 'f' to 's' Replacement
word_1_10_6_3_10,ſous ,sous ,Long 's' (ſ) Replacement
word_1_10_6_4_9,vaiſſeaux ,vaisseaux ,Long 's' (ſ) Replacement
word_1_10_6_5_6,Kingſton,Kingston,Long 's' (ſ) Replacement
word_1_10_6_5_11,ſon ,son ,Long 's' (ſ) Replacement
word_1_10_6_6_13,pourſuite ,poursuite ,Long 's' (ſ) Replacement
word_1_10_6_7_2,vaiſſeaux ,vaisseaux ,Long 's' (ſ) Replacement
word_1_10_6_7_5,ſuppoſés ,supposés ,Long 's' (ſ) Replacement
word_1_10_6_8_5,Jaſon ,Jason ,Long 's' (ſ) Replacement
word_1_10_6_8_9,difent,disent,CSV Dictionary Match
word_1_10_6_8_14,Eſprit,Esprit,Long 's' (ſ) Replacement
word_1_10_6_9_7,ſanci ,sanci ,Long 's' (ſ) Replacement (Unresolved)
word_1_10_6_9_9,paſſage ,passage ,Long 's' (ſ) Replacement
word_1_14_0_0_1,affemblée ,assemblée ,Heuristic 'f' to 's' Replacement
word_1_14_0_0_3,Commiffaires ,Commissaires ,Heuristic 'f' to 's' Replacement
word_1_14_0_0_9,diſtrict,district,Long 's' (ſ) Replacement
word_1_14_0_1_3,ſhelling ,shelling ,Long 's' (ſ) Replacement
word_1_14_0_1_4,péſeroit ,péseroit ,Long 's' (ſ) Replacement (Unresolved)
word_1_14_0_2_0,ſhelling ,shelling ,Long 's' (ſ) Replacement
word_1_14_0_2_1,péſeroit ,péseroit ,Long 's' (ſ) Replacement (Unresolved)
word_1_14_1_0_8,deſſous,dessous,Long 's' (ſ) Replacement
word_1_14_1_0_10,ſe ,se ,Long 's' (ſ) Replacement
word_1_14_1_1_9,groſſe ,grosse ,Long 's' (ſ) Replacement
word_1_14_1_2_6,affurés,assurés,Heuristic 'f' to 's' Replacement
word_1_16_0_12_3,fitués ,situés ,Heuristic 'f' to 's' Replacement
word_1_16_0_14_0,ſonnes ,sonnes ,Long 's' (ſ) Replacement
word_1_16_0_14_9,ſur ,sur ,Long 's' (ſ) Replacement
word_1_16_0_14_14,maiſon,maison,Long 's' (ſ) Replacement
word_1_16_0_15_4,préſentes ,présentes ,Long 's' (ſ) Replacement
word_1_16_0_16_14,acquifition,acquisition,Heuristic 'f' to 's' Replacement
word_1_16_0_17_12,ſe ,se ,Long 's' (ſ) Replacement
word_1_17_0_0_0,avertiſſement,avertissement,Long 's' (ſ) Replacement
word_1_18_0_0_1,fale ,sale ,CSV Dictionary Match
word_1_18_0_0_15,fac,sac,Heuristic 'f' to 's' Replacement
word_1_20_0_0_1,Roſe ,Rose ,Long 's' (ſ) Replacement
word_1_20_4_0_2,Whiſky,Whisky,Long 's' (ſ) Replacement
word_1_26_0_9_2,Cafks,Casks,Heuristic 'f' to 's' Replacement
word_1_26_0_14_0,Raifing ,Raising ,Heuristic 'f' to 's' Replacement
word_1_26_0_27_0,Hyfon,Hyson,Heuristic 'f' to 's' Replacement
word_1_29_0_0_3,beſt ,best ,Long 's' (ſ) Replacement
word_1_29_0_0_8,"Wholeſale
","Wholesale
",Long 's' (ſ) Replacement
word_1_31_0_2_13,Houſe ,House ,Long 's' (ſ) Replacement
word_1_31_0_3_3,fituate ,situate ,Heuristic 'f' to 's' Replacement
word_1_31_0_3_17,Efq,Esq,Heuristic 'f' to 's' Replacement
word_1_31_0_4_17,perfon ,person ,CSV Dictionary Match
word_1_31_0_6_1,defired ,desired ,Heuristic 'f' to 's' Replacement
word_1_31_0_6_9,faid ,said ,CSV Dictionary Match
word_1_31_0_8_7,diſregarded,disregarded,Long 's' (ſ) Replacement
word_1_31_0_8_13,himfelf ,himself ,CSV Dictionary Match
word_1_31_0_9_0,tifement,tisement,Hyphenated Part: Heuristic 'f' to 's' Replacement
word_1_33_0_1_1,l'Enſeigne ,l'Enseigne ,Long 's' (ſ) Replacement (Unresolved)
word_1_33_0_1_13,"fa
","sa
",CSV Dictionary Match
word_1_33_0_2_2,ſont ,sont ,Long 's' (ſ) Replacement
word_1_33_0_2_5,préſentes ,présentes ,Long 's' (ſ) Replacement
word_1_33_0_2_9,préſenter,présenter,Long 's' (ſ) Replacement
word_1_33_0_2_11,atteftées ,attestées ,Heuristic 'f' to 's' Replacement
word_1_35_0_0_1,perſons ,persons ,Long 's' (ſ) Replacement
word_1_35_0_0_9,Enfign ,Ensign ,Heuristic 'f' to 's' Replacement
word_1_35_0_1_6,atteſted ,attested ,Long 's' (ſ) Replacement
word_1_35_0_1_11,faid ,said ,CSV Dictionary Match
word_1_35_0_2_13,difregarded,disregarded,Heuristic 'f' to 's' Replacement
word_1_35_1_0_6,ſur ,sur ,Long 's' (ſ) Replacement
word_1_35_1_2_3,préfenter,présenter,Heuristic 'f' to 's' Replacement
word_1_35_1_2_9,ſouſſigné,soussigné,Long 's' (ſ) Replacement
word_1_35_1_3_2,ferieuſement ,ferieusement ,Long 's' (ſ) Replacement (Unresolved)
word_1_35_1_3_6,fans ,sans ,CSV Dictionary Match
word_1_35_1_4_0,fuivis ,suivis ,Hyphenated Part: Heuristic 'f' to 's' Replacement
word_1_35_1_4_1,fuivant ,suivant ,Heuristic 'f' to 's' Replacement
word_1_35_2_0_1,perſons ,persons ,Long 's' (ſ) Replacement
word_1_35_3_2_3,"Eſtate
","Estate
",Long 's' (ſ) Replacement
word_1_35_3_8_1,defired ,desired ,Heuristic 'f' to 's' Replacement
word_1_35_3_8_10,ſubſcriber,subscriber,Long 's' (ſ) Replacement
word_1_35_3_9_0,ftand ,stand ,Heuristic 'f' to 's' Replacement
word_1_35_3_9_5,ſaid ,said ,Long 's' (ſ) Replacement
word_1_35_3_9_6,Eftate ,Estate ,Heuristic 'f' to 's' Replacement
word_1_35_3_9_12,ſpeedy ,speedy ,Long 's' (ſ) Replacement
word_1_35_3_10_8,profecuted ,prosecuted ,Heuristic 'f' to 's' Replacement
