Word ID,Original Word,Corrected Word,Rule Applied
word_1_15_3_3_12,"Lancheſtadt 
","Lanchestadt 
",Long 's' (ſ) Replacement (Unresolved)
word_1_15_3_5_6,viſiteront ,visiteront ,Long 's' (ſ) Replacement
word_1_15_4_8_2,fous ,sous ,CSV Dictionary Match
word_1_15_4_9_2,finiftre,sinistre,Heuristic 'f' to 's' Replacement
word_1_15_4_10_4,"ef
","es
",Heuristic 'f' to 's' Replacement
word_1_15_4_12_5,trifte ,triste ,Heuristic 'f' to 's' Replacement
word_1_15_4_13_0,repréſente ,représente ,Long 's' (ſ) Replacement
word_1_15_4_13_4,fommes ,sommes ,Heuristic 'f' to 's' Replacement
word_1_15_4_23_2,fes ,ses ,CSV Dictionary Match
word_1_17_0_9_7,faid ,said ,CSV Dictionary Match
word_1_17_0_9_8,refpective ,respective ,Heuristic 'f' to 's' Replacement
word_1_17_0_11_11,affignment ,assignment ,Heuristic 'f' to 's' Replacement
word_1_17_0_14_1,underfigned ,undersigned ,Heuristic 'f' to 's' Replacement
word_1_17_0_14_8,faid ,said ,CSV Dictionary Match
